Filepath	Title	Performers
./2015/20151212_NJPAC/T414 copy.WAV	20151212_NewJersey_NJPAC_copy_act2	Michael Feinstein
./2015/20151212_NJPAC/T414.WAV	20151212_NewJersey_NJPAC_act2	Michael Feinstein
./2016/20160127_Kravis Pops/T416.WAV	20160127_WestPalmBeachFLPops_Act1	Michael Feinstein
./2016/20160127_Kravis Pops/T417.WAV	20160127_WestPalmBeachFLPops_act2	Michael Feinstein
./2016/20160129_OrlandoBB/T418.WAV	20160129_OrlandoFL_rehearsal1	Michael Feinstein
./2016/20160129_OrlandoBB/T419.WAV	20160129_OrlandoFL_rehearsal2	Michael Feinstein
./2016/20160129_OrlandoBB/T420.WAV	20160129_OrlandoFL	Michael Feinstein
./2016/20160130_StPetePops/T421.WAV	20160130_StPetesburgFLPops_rehearsal1	Michael Feinstein
./2016/20160130_StPetePops/T422.WAV	20160130_StPetesburgFLPops_rehearsal2	Michael Feinstein
./2016/20160130_StPetePops/T423.WAV	20160130_StPetesburgFLPops_rehearsal3	Michael Feinstein
./2016/20160130_StPetePops/T424 copy.WAV	20160130_StPetesburgFLPops_copy	Michael Feinstein
./2016/20160130_StPetePops/T424.WAV	20160130_StPetesburgFLPops	Michael Feinstein
./2016/20160206_LosAngelesCombo/T425.WAV	20160206_LosAngelesCA_Combo	Michael Feinstein
./2016/20160218_Sarasota/T427.WAV	20160218_SarasotaFL_rehearsal1	Michael Feinstein
./2016/20160218_Sarasota/T428.WAV	20160218_SarasotaFL_rehearsal2	Michael Feinstein
./2016/20160218_Sarasota/T429.WAV	20160218_SarasotaFL_rehearsal3	Michael Feinstein
./2016/20160218_Sarasota/T430.WAV	20160218_SarasotaFL_act1	Michael Feinstein
./2016/20160218_Sarasota/T431.WAV	20160218_SarasotaFL_act2	Michael Feinstein
./2016/20160219_20_Naples/T432.WAV	20160219_NaplesFL_act1	Michael Feinstein
./2016/20160219_20_Naples/T433.WAV	20160219_NaplesFL_act2	Michael Feinstein
./2016/20160219_20_Naples/T434.WAV	20160220_NaplesFL_act1	Michael Feinstein
./2016/20160219_20_Naples/T435.WAV	20160220_NaplesFL_act2	Michael Feinstein
./2016/20160223_WPB/20160223_A1_T436.WAV	20160223_WestPalmBeachFL_act1_copy	Michael Feinstein
./2016/20160223_WPB/20160223_ATC2_437.WAV	20160223_WestPalmBeachFL_act2_copy	Michael Feinstein
./2016/20160223_WPB/T436.WAV	20160223_WestPalmBeachFL_act1	Michael Feinstein
./2016/20160223_WPB/T437.WAV	20160223_WestPalmBeachFL_act2	Michael Feinstein
./2016/20160227_ScottsdaleAZ/T438.WAV	20160227_ScottsdaleAZ_rehearsal	Michael Feinstein
./2016/20160227_ScottsdaleAZ/T439.WAV	20160227_ScottsdaleAZ_3PM_act1	Michael Feinstein
./2016/20160227_ScottsdaleAZ/T440.WAV	20160227_ScottsdaleAZ_N/A	Michael Feinstein
./2016/20160227_ScottsdaleAZ/T441.WAV	20160227_ScottsdaleAZ_3PM_act2	Michael Feinstein
./2016/20160227_ScottsdaleAZ/T442.WAV	20160227_ScottsdaleAZ_8PM_act1	Michael Feinstein
./2016/20160227_ScottsdaleAZ/T443.WAV	20160227_ScottsdaleAZ_8PM_act2	Michael Feinstein
./2016/20160303_KeyLargoBB/T444.WAV	20160303_KeyLargoFL_rehearsal1	Michael Feinstein
./2016/20160303_KeyLargoBB/T445.WAV	20160303_KeyLargoFL_rehearsal2	Michael Feinstein
./2016/20160303_KeyLargoBB/T446.WAV	20160303_KeyLargoFL	Michael Feinstein
./2016/20160305_CarmelBB/T447.WAV	20160305_CarmelIN_act1	Michael Feinstein
./2016/20160305_CarmelBB/T448.WAV	20160305_CarmelIN_act2	Michael Feinstein
./2016/20160312_13_PSP/T449.WAV	20160312_PalmSpringsCA_rehearsal1	Michael Feinstein
./2016/20160312_13_PSP/T450.WAV	20160312_PalmSpringsCA_rehearsal2	Michael Feinstein
./2016/20160312_13_PSP/T451.WAV	20160312_PalmSpringsCA_act1	Michael Feinstein
./2016/20160312_13_PSP/T452.WAV	20160312_PalmSpringsCA_act2	Michael Feinstein
./2016/20160312_13_PSP/T453.WAV	20160313_PalmSpringCA_act1	Michael Feinstein
./2016/20160312_13_PSP/T454.WAV	20160313_PalmSpringCA_act2	Michael Feinstein
./2016/20160318_BBCLondon/T455.WAV	20160318_BBCLondon_act1	Michael Feinstein
./2016/20160318_BBCLondon/T456.WAV	20160318_BBCLondon_act2	Michael Feinstein
./2016/20160319_PalmBeachTrio/T457 copy.WAV	20160319_PalmBeachFL_Trio_copy	Michael Feinstein
./2016/20160319_PalmBeachTrio/T457.WAV	20160319_PalmBeachFL_Trio	Michael Feinstein
./2016/20160330_WPB/T458.WAV	20160330_WestPalmBeachFL_act1	Michael Feinstein
./2016/20160330_WPB/T459.WAV	20160330_WestPalmBeachFL_act2	Michael Feinstein
./2016/20160409_TillesBB/T460.WAV	20160409_GreenvaleNY_act1	Michael Feinstein
./2016/20160409_TillesBB/T461.WAV	20160409_GreenvaleNY_act2	Michael Feinstein
./2016/20160413_14_JALC/T462.WAV	20160413_NewYorkNY_7PM_JALC	Michael Feinstein
./2016/20160413_14_JALC/T463.WAV	20160414_NewYorkNY_7PM_JALC	Michael Feinstein
./2016/20160413_14_JALC/T464.WAV	20160414_NewYorkNY_9PM_JALC	Michael Feinstein
./2016/20160429_Washington DC/T465 copy.WAV	20160429_WashingtonDC_copy	Michael Feinstein
./2016/20160429_Washington DC/T465.WAV	20160429_WashingtonDC	Michael Feinstein
./2016/20160506_Toronto/T466.WAV	20160506_TorontoON	Michael Feinstein
./2016/20160514_CarmelCA_trio/T467.WAV	20160514_CarmelCA_trio	Michael Feinstein
./2016/20160604_MoheaganSunTrio/T468.WAV	20160604_UncasvilleCT_Trio	Michael Feinstein
./2016/20160608_JALC/T469.WAV	20160608_NewYorkNY_7PM_JALC	Michael Feinstein
./2016/20160609_JALC_7pm/T470.WAV	20160609_NewYorkNY_7PM_JALC	Michael Feinstein
./2016/20160609_JALC_9pm/T471.WAV	20160609_NewYorkNY_9PM_JALC	Michael Feinstein
./2016/20160609_Public Liza/T472.WAV	20160609_NewYorkNY_Public_Liza	Michael Feinstien and Liza Minnelli
./2016/20160611_WesterlyRI_Trio/T473.WAV	20160611_WesterlyRI_Trio	Michael Feinstein
./2016/20160618_Pasadena/20160618_PasadenaAct1.WAV	20160618_Pasadenapops_act1_copy	Michael Feinstein
./2016/20160618_Pasadena/20160618_PasadenaAct2.WAV	20160618_Pasadenapops_act2_copy	Michael Feinstein
./2016/20160618_Pasadena/T474.WAV	20160618_Pasadenapops_act1	Michael Feinstein
./2016/20160618_Pasadena/T475.WAV	20160618_Pasadenapops_act2	Michael Feinstein
./2016/20160730_Pasadena/T476 copy.WAV	20160730_Pasadenapops_act1_copy	Michael Feinstein
./2016/20160730_Pasadena/T476.WAV	20160730_Pasadenapops_act1	Michael Feinstein
./2016/20160730_Pasadena/T477 copy.WAV	20160730_Pasadenapops_act2_copy	Michael Feinstein
./2016/20160730_Pasadena/T477.WAV	20160730_Pasadenapops_act2	Michael Feinstein
./2016/20160731_Cleveland/T478 copy.WAV	20160731_ClevelandOH_act1_copy	Michael Feinstein
./2016/20160731_Cleveland/T478.WAV	20160731_ClevelandOH_act1	Michael Feinstein
./2016/20160731_Cleveland/T479 copy.WAV	20160731_ClevelandOH_act2_copy	Michael Feinstein
./2016/20160731_Cleveland/T479.WAV	20160731_Cleveland_act2	Michael Feinstein
./2016/20160809_DeerValleyUTSymphony/T480.WAV	20160809_DeerValleyUT_Symphony_act1	Michael Feinstein
./2016/20160809_DeerValleyUTSymphony/T481.WAV	20160809_DeerValleyUT_Symphony_act2	Michael Feinstein
./2016/20160820_pasadena/20160820_PasadenaAct1.WAV	20160820_pasadenaPops_Act1_copy	Michael Feinstein
./2016/20160820_pasadena/20160820_PasadenaAct2.WAV	20160820_PasadenaPops_Act2_copy	Michael Feinstein
./2016/20160820_pasadena/T482.WAV	20160820_pasadenaPops_act1	Michael Feinstein
./2016/20160820_pasadena/T483.WAV	20160820_pasadenaPops_act2	Michael Feinstein
./2016/20160902_Machinak Island_trio/T484.WAV	20160902_MachinakIslandMI_trio	Michael Feinstein
./2016/20160903_BayfieldWI_trio/T485.WAV	20160903_BayfieldWI_trio_act1	Michael Feinstein
./2016/20160903_BayfieldWI_trio/T486.WAV	20160903_BayfieldWI_trio_act2	Michael Feinstein
./2016/20160910_Pasadena Pops /rehearsal/T487.WAV	20160910_Pasadena Pops /rehearsal1	Michael Feinstein
./2016/20160910_Pasadena Pops /rehearsal/T488.WAV	20160910_Pasadena Pops /rehearsal2	Michael Feinstein
./2016/20160910_Pasadena Pops /rehearsal/T489.WAV	20160910_Pasadena Pops /rehearsal3	Michael Feinstein
./2016/20160910_Pasadena Pops /rehearsal/T490.WAV	20160910_Pasadena Pops /rehearsal4	Michael Feinstein
./2016/20160910_Pasadena Pops /rehearsal/T491.WAV	20160910_Pasadena Pops /rehearsal5	Michael Feinstein
./2016/20160910_Pasadena Pops /rehearsal/T492.WAV	20160910_Pasadena Pops /rehearsal6	Michael Feinstein
./2016/20160910_Pasadena Pops /rehearsal/T493.WAV	20160910_Pasadena Pops /rehearsal7	Michael Feinstein
./2016/20160910_Pasadena Pops /rehearsal/T494.WAV	20160910_Pasadena Pops /rehearsal8	Michael Feinstein
./2016/20160910_Pasadena Pops /rehearsal/T495.WAV	20160910_Pasadena Pops /rehearsal8	Michael Feinstein
./2016/20160916_Orlandotrio/T496.WAV	20160916_OrlandoFL_trio	Michael Feinstein
./2016/20160923_24_pittsburghTrio/T497.WAV	20160923_24_pittsburghPA_Trio_rehearsal1	Michael Feinstein
./2016/20160923_24_pittsburghTrio/T498.WAV	20160923_24_pittsburghPA_Trio_rehearsal2	Michael Feinstein
./2016/20160923_24_pittsburghTrio/T499.WAV	20160923_24_pittsburghPA_Trio_rehearsal3	Michael Feinstein
./2016/20160923_24_pittsburghTrio/T500.WAV	20160923_pittsburghPA_3PM_trio	Michael Feinstein
./2016/20160923_24_pittsburghTrio/T501.WAV	20160923_24_pittsburghPA_Trio_rehearsal4	Michael Feinstein
./2016/20160923_24_pittsburghTrio/T502.WAV	20160923_pittsburghPA_8PM_trio	Michael Feinstein
./2016/20160923_24_pittsburghTrio/T503.WAV	20160924_pittsburghPA_3PM_trio	Michael Feinstein
./2016/20160923_24_pittsburghTrio/T504.WAV	20160924_pittsburghPA_8PM_trio	Michael Feinstein
./2016/20161008_SanDiego Symphony/T506.WAV	20161008_SanDiegoCA_Symphony	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Concert/T522.WAV	20161015_CarmelIN_GalaConcert	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Rehearsal/T507.WAV	20161015_CarmelIN_ Gala_Rehearsal1	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Rehearsal/T508.WAV	20161015_CarmelIN_ Gala_Rehearsal2	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Rehearsal/T509.WAV	20161015_CarmelIN_ Gala_Rehearsal3	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Rehearsal/T510.WAV	20161015_CarmelIN_ Gala_Rehearsal4	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Rehearsal/T511.WAV	20161015_CarmelIN_ Gala_Rehearsal5	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Rehearsal/T512.WAV	20161015_CarmelIN_ Gala_Rehearsal6	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Rehearsal/T513.WAV	20161015_CarmelIN_ Gala_Rehearsal7	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Rehearsal/T514.WAV	20161015_CarmelIN_ Gala_Rehearsal8	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Rehearsal/T515.WAV	20161015_CarmelIN_ Gala_Rehearsal9	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Rehearsal/T516.WAV	20161015_CarmelIN_ Gala_Rehearsal10	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Rehearsal/T517.WAV	20161015_CarmelIN_ Gala_Rehearsal11	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Rehearsal/T518.WAV	20161015_CarmelIN_ Gala_Rehearsal12	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Rehearsal/T519.WAV	20161015_CarmelIN_ Gala_Rehearsal13	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Rehearsal/T520.WAV	20161015_CarmelIN_ Gala_Rehearsal14	Michael Feinstein
./2016/20161015_Carmel Gala/20161015_Carmel Gala Rehearsal/T521.WAV	20161015_CarmelIN_ Gala_Rehearsal15	Michael Feinstein
./2016/20161017_LangLang Gala/T523.WAV	20161017_NewYorkNY_LangLang Gala1	Michael Feinstein
./2016/20161017_LangLang Gala/T524.WAV	20161017_NewYorkNY_LangLang Gala2	Michael Feinstein
./2016/20161017_LangLang Gala/T525.WAV	20161017_NewYorkNY_LangLang Gala3	Michael Feinstein
./2016/20161022_Coluburn Event Los Angeles CA/reheasrsal/T526.WAV	20161022_LosAngelesCA_ColuburnEvent	Michael Feinstein
./2016/20161022_Coluburn Event Los Angeles CA/reheasrsal/T527.WAV	20161022_Los Angeles CAColuburnEvent_reheasrsal1	Michael Feinstein
./2016/20161022_Coluburn Event Los Angeles CA/reheasrsal/T528.WAV	20161022_Los Angeles CAColuburnEvent_reheasrsal2	Michael Feinstein
./2016/20161022_Coluburn Event Los Angeles CA/reheasrsal/T529.WAV	20161022_Los Angeles CAColuburnEvent_reheasrsal3	Michael Feinstein
./2016/20161022_Coluburn Event Los Angeles CA/reheasrsal/T530.WAV	20161022_Los Angeles CAColuburnEvent_reheasrsal4	Michael Feinstein
./2016/20161022_Coluburn Event Los Angeles CA/reheasrsal/T531.WAV	20161022_Los Angeles CAColuburnEvent_reheasrsal5	Michael Feinstein
./2016/20161022_Coluburn Event Los Angeles CA/reheasrsal/T532.WAV	20161022_Los Angeles CAColuburnEvent_reheasrsal6	Michael Feinstein
./2016/20161022_Coluburn Event Los Angeles CA/T533.WAV	20161022_Los Angeles CAColuburnEvent_reheasrsal7	Michael Feinstein
./2016/20161028_morristownNJTrio/T536.WAV	20161028_morristownNJ_trio_act1	Michael Feinstein
./2016/20161028_morristownNJTrio/T537.WAV	20161028_morristownNJ_trio_act2	Michael Feinstein
./2016/20161029_BeverlyMA_trio/T538.WAV	20161029_BeverlyMA_trio	Michael Feinstein
./2016/20161030_Red Bank Trio/T539.WAV	20161030_RedBankNJ_trio_act1	Michael Feinstein
./2016/20161030_Red Bank Trio/T540.WAV	20161030_RedBankNJ_trio_act2	Michael Feinstein
./2016/20161109_MedfordOR_trio/T541.WAV	20161109_MedfordOR_trio_act1	Michael Feinstein
./2016/20161109_MedfordOR_trio/T542.WAV	20161109_MedfordOR_trio_act2	Michael Feinstein
./2016/20161110_EugeneOR_Trio/T543.WAV	20161110_EugeneOR_trio	Michael Feinstein
./2016/20161112_Rohnert ParkCA_trio/T544.WAV	20161112_Rohnert ParkCA_trio_rehearsal1	Michael Feinstein
./2016/20161112_Rohnert ParkCA_trio/T545.WAV	20161112_Rohnert ParkCA_trio_act1	Michael Feinstein
./2016/20161112_Rohnert ParkCA_trio/T546.WAV	20161112_Rohnert ParkCA_trio_act2pt1	Michael Feinstein
./2016/20161112_Rohnert ParkCA_trio/T547.WAV	20161112_Rohnert ParkCA_trio_act2pt2	Michael Feinstein
./2016/20161113_FolsomCA Trio/T548.WAV	20161113_FolsomCA Trio_act1	Michael Feinstein
./2016/20161113_FolsomCA Trio/T549.WAV	20161113_FolsomCA Trio_act2	Michael Feinstein
./2016/20161203_Scottsdale Trio/T550.WAV	20161203_ScottsdaleAZ_Trio_rehearsal1	Michael Feinstein
./2016/20161203_Scottsdale Trio/T551.WAV	20161203_ScottsdaleAZ_ Trio_rehearsal2	Michael Feinstein
./2016/20161203_Scottsdale Trio/T552.WAV	20161203_ScottsdaleAZ Trio	Michael Feinstein
./2017/20170202_04_Nashville Symphony/20170202_Nashville/T553.WAV	20170202_NashvilleTNSymphony_rehearsal1	Michael Feinstein
./2017/20170202_04_Nashville Symphony/20170202_Nashville/T554.WAV	20170202_NashvilleTNSymphony_rehearsal2	Michael Feinstein
./2017/20170202_04_Nashville Symphony/20170202_Nashville/T555.WAV	20170202_NashvilleTNSymphony_rehearsal3	Michael Feinstein
./2017/20170202_04_Nashville Symphony/20170202_Nashville/T556.WAV	20170202_NashvilleTNSymphony_rehearsal4	Michael Feinstein
./2017/20170202_04_Nashville Symphony/20170202_Nashville/T557.WAV	20170202_NashvilleTNSymphony_act1	Michael Feinstein
./2017/20170202_04_Nashville Symphony/20170202_Nashville/T558.WAV	20170202_NashvilleTNSymphony_act2	Michael Feinstein
./2017/20170202_04_Nashville Symphony/20170203_Nashville/T559.WAV	20170203_NashvilleTNSymphony_act1	Michael Feinstein
./2017/20170202_04_Nashville Symphony/20170203_Nashville/T560.WAV	20170203_NashvilleTNSymphony_act2	Michael Feinstein
./2017/20170202_04_Nashville Symphony/20170204_Nashville/T561.WAV	20170204_NashvilleTNSymphony_act1	Michael Feinstein
./2017/20170202_04_Nashville Symphony/20170204_Nashville/T562.WAV	20170204_NashvilleTNSymphony_act2	Michael Feinstein
./2017/20170211_Kravis Gala/20170210_Kravis Rehearsal/T563.WAV	20170210_WestpalmBeachFL_Kravispops_rehearsal1	Michael Feinstein
./2017/20170211_Kravis Gala/20170210_Kravis Rehearsal/T564.WAV	20170210_WestpalmBeachFL_Kravispops_rehearsal2	Michael Feinstein
./2017/20170211_Kravis Gala/20170210_Kravis Rehearsal/T565.WAV	20170210_WestpalmBeachFL_Kravispops_rehearsal3	Michael Feinstein
./2017/20170211_Kravis Gala/20170210_Kravis Rehearsal/T566.WAV	20170210_WestpalmBeachFL_Kravispops_rehearsal4	Michael Feinstein
./2017/20170211_Kravis Gala/20170210_Kravis Rehearsal/T567.WAV	20170210_WestpalmBeachFL_Kravispops_rehearsal5	Michael Feinstein
./2017/20170211_Kravis Gala/20170210_Kravis Rehearsal/T568.WAV	20170210_WestpalmBeachFL_Kravispops_rehearsal6	Michael Feinstein
./2017/20170211_Kravis Gala/20170211_Kravis Gala_T571.WAV	20170211_WestpalmBeachFL_Kravis Gala	Michael Feinstein
./2017/20170211_Kravis Gala/20170211_Kravis Rehearsal_T569.WAV	20170211_WestpalmBeachFL_Kravispops_rehearsal1	Michael Feinstein
./2017/20170211_Kravis Gala/20170211_Kravis Rehearsal_T570.WAV	20170211_WestpalmBeachFL_Kravispop_rehearsal2	Michael Feinstein
./2017/20170219_Kravis Pops/T572.WAV	20170219_WestpalmBeach_Kravis Pops_rehearsal1	Michael Feinstein
./2017/20170219_Kravis Pops/T573.WAV	20170219_WestpalmBeach_Kravis Pops_rehearsal2	Michael Feinstein
./2017/20170219_Kravis Pops/T574.WAV	20170219_WestpalmBeach_Kravis Pops_rehearsal3	Michael Feinstein
./2017/20170219_Kravis Pops/T575.WAV	20170219_WestpalmBeach_Kravis Pops_rehearsal4	Michael Feinstein
./2017/20170219_Kravis Pops/T576.WAV	20170219_WestpalmBeach_Kravis Pops_rehearsal5	Michael Feinstein
./2017/20170219_Kravis Pops/T577.WAV	20170219_WestpalmBeachFL_Kravis Pops_rehearsal6	Michael Feinstein
./2017/20170219_Kravis Pops/T578.WAV	20170219_WestpalmBeachFL_Kravis Pops_rehearsal7	Michael Feinstein
./2017/20170219_Kravis Pops/T579.WAV	20170219_WestpalmBeachFL_Kravis Pops_act1	Michael Feinstein
./2017/20170219_Kravis Pops/T580.WAV	20170219_WestpalmBeachFL_Kravis Pops_act2	Michael Feinstein
./2017/20170225_Palm Desert Big Band/T584.WAV	20170225_PalmDesertCA_Big Band_act1	Michael Feinstein
./2017/20170225_Palm Desert Big Band/T585.WAV	20170225_PalmDesertCA_Big Band_act2	Michael Feinstein
./2017/20170412_Kravis Pops/20170412_Kravis Pops Act 1/1001.WAV	20170412_WestPalmBeachFL_Kravis Pops_act1	Michael Feinstein
./2017/20170412_Kravis Pops/20170412_Kravis Pops Act 2/1002.WAV	20170412_WestPalmBeachFL_Kravis Pops_act2	Michael Feinstein
./2017/20170706_Interlochen/1001.WAV	20170706_InterlochenMI_act1	Michael Feinstein
./2017/20170706_Interlochen/1004.WAV	20170706_InterlochenMI_act2	Michael Feinstein
./2017/20170707_Atlanta/1003.WAV	20170707_AtlantaGA	Michael Feinstein
